file,ac_events,ac_events_err,e_avg,e_center,e_high,e_low,e_rms,efficiency,events,events_err,m_avg,m_center,m_high,m_low,m_rms,t_avg,t_center,t_high,t_low,t_rms
/home/kscheuer/volatile/ampToolsFits/omegapi/allPeriods/PARA_0_PARA_135_PERP_45_PERP_90/data/ver03/1m_1p_dsfree/polAngleLower/t_0.23-0.35/mass_1.560-1.580/best.fit,275289.625601,4040.867270,8.514245,8.500437,8.799824,8.201050,0.169383,0.032360,8908.500000,130.764340,1.569856,1.570000,1.580000,1.560000,0.005768,0.283893,0.289913,0.349889,0.229938,0.034478
