file,ac_events,ac_events_err,e_avg,e_center,e_high,e_low,e_rms,efficiency,events,events_err,m_avg,m_center,m_high,m_low,m_rms,t_avg,t_center,t_high,t_low,t_rms
/home/kscheuer/volatile/ampToolsFits/omegapi/allPeriods/PARA_0_PARA_135_PERP_45_PERP_90/data/ver03/1m_1p_dsfree/polAngleLower/t_0.23-0.35/mass_1.580-1.600/best.fit,251434.706717,3888.946956,8.513991,8.500083,8.799824,8.200343,0.168696,0.032073,8064.250000,124.729958,1.589887,1.590000,1.600000,1.580000,0.005774,0.283380,0.289916,0.349897,0.229934,0.034371
