file,ac_events,ac_events_err,e_avg,e_center,e_high,e_low,e_rms,efficiency,events,events_err,m_avg,m_center,m_high,m_low,m_rms,t_avg,t_center,t_high,t_low,t_rms
/home/kscheuer/volatile/ampToolsFits/omegapi/allPeriods/PARA_0_PARA_135_PERP_45_PERP_90/data/ver03/1m_1p_dsfree/polAngleLower/t_0.23-0.35/mass_1.540-1.560/best.fit,291783.930585,4010.280176,8.512779,8.500437,8.799824,8.201050,0.168496,0.033303,9717.250000,133.553945,1.549954,1.550000,1.560000,1.540000,0.005839,0.282982,0.289914,0.349892,0.229935,0.034184
